"gene"	"gene_simple"	"SGD_ID"	"gene_type"	"exist_s288c"	"GEM"
"254-augustus_masked-5425-CDT_2"	"augustus_masked-5425-CDT_2"	NA	"Variable"	"NA"	"NO"
"255-augustus_masked-5427-CDT_2"	"augustus_masked-5427-CDT_2"	NA	"Variable"	"NA"	"NO"
"256-augustus_masked-5427-CDT_2"	"augustus_masked-5427-CDT_2"	NA	"Variable"	"NA"	"NO"
"257-augustus_masked-5427-CDT_2"	"augustus_masked-5427-CDT_2"	NA	"Variable"	"NA"	"NO"
"258-augustus_masked-5430-CDT_2"	"augustus_masked-5430-CDT_2"	NA	"Variable"	"NA"	"NO"
"259-augustus_masked-5430-CDT_2"	"augustus_masked-5430-CDT_2"	NA	"Variable"	"NA"	"NO"
"260-augustus_masked-5430-CDT_2"	"augustus_masked-5430-CDT_2"	NA	"Variable"	"NA"	"NO"
"261-augustus_masked-5430-CDT_2"	"augustus_masked-5430-CDT_2"	NA	"Variable"	"NA"	"NO"
"262-augustus_masked-5430-CDT_2"	"augustus_masked-5430-CDT_2"	NA	"Variable"	"NA"	"NO"
"263-augustus_masked-5432-CDT_2"	"augustus_masked-5432-CDT_2"	NA	"Variable"	"NA"	"NO"
"264-augustus_masked-5482-AQA_4"	"augustus_masked-5482-AQA_4"	NA	"Variable"	"NA"	"NO"
"265-augustus_masked-5486-AQA_4"	"augustus_masked-5486-AQA_4"	NA	"Variable"	"NA"	"NO"
"266-augustus_masked-5486-AQA_4"	"augustus_masked-5486-AQA_4"	NA	"Variable"	"NA"	"NO"
"267-augustus_masked-5487-AQA_4"	"augustus_masked-5487-AQA_4"	NA	"Variable"	"NA"	"NO"
"268-augustus_masked-5488-AQA_4"	"augustus_masked-5488-AQA_4"	NA	"Variable"	"NA"	"NO"
"269-augustus_masked-5488-AQA_4"	"augustus_masked-5488-AQA_4"	NA	"Variable"	"NA"	"NO"
"270-augustus_masked-5489-AQA_4"	"augustus_masked-5489-AQA_4"	NA	"Variable"	"NA"	"NO"
"271-augustus_masked-5495-AQA_4"	"augustus_masked-5495-AQA_4"	NA	"Variable"	"NA"	"NO"
"272-augustus_masked-5495-AQA_4"	"augustus_masked-5495-AQA_4"	NA	"Variable"	"NA"	"NO"
"273-augustus_masked-5495-AQA_4"	"augustus_masked-5495-AQA_4"	NA	"Variable"	"NA"	"NO"
"274-augustus_masked-5497-AQA_4"	"augustus_masked-5497-AQA_4"	NA	"Variable"	"NA"	"NO"
"275-augustus_masked-55-ARV_6"	"augustus_masked-55-ARV_6"	NA	"Variable"	"NA"	"NO"
"276-augustus_masked-5742-AVQ_5"	"augustus_masked-5742-AVQ_5"	NA	"Variable"	"NA"	"NO"
"277-augustus_masked-579-ASC_6"	"augustus_masked-579-ASC_6"	NA	"Variable"	"NA"	"NO"
"278-augustus_masked-614-ASC_6"	"augustus_masked-614-ASC_6"	NA	"Variable"	"NA"	"NO"
"279-augustus_masked-6368-YDG"	"augustus_masked-6368-YDG"	NA	"Variable"	"NA"	"NO"
"280-augustus_masked-6407-CDN_4"	"augustus_masked-6407-CDN_4"	NA	"Variable"	"NA"	"NO"
"281-augustus_masked-6423-BAK_7"	"augustus_masked-6423-BAK_7"	NA	"Variable"	"NA"	"NO"
"282-augustus_masked-647-BBP_3"	"augustus_masked-647-BBP_3"	NA	"Variable"	"NA"	"NO"
"283-augustus_masked-6503-ADE_2"	"augustus_masked-6503-ADE_2"	NA	"Variable"	"NA"	"NO"
"284-augustus_masked-6510-ADE_2"	"augustus_masked-6510-ADE_2"	NA	"Variable"	"NA"	"NO"
"285-augustus_masked-6649-CPA_4"	"augustus_masked-6649-CPA_4"	NA	"Variable"	"NA"	"NO"
"286-augustus_masked-6649-CPA_4"	"augustus_masked-6649-CPA_4"	NA	"Variable"	"NA"	"NO"
"287-augustus_masked-6649-CPA_4"	"augustus_masked-6649-CPA_4"	NA	"Variable"	"NA"	"NO"
"288-augustus_masked-6650-CPA_4"	"augustus_masked-6650-CPA_4"	NA	"Variable"	"NA"	"NO"
"289-augustus_masked-6667-CPA_4"	"augustus_masked-6667-CPA_4"	NA	"Variable"	"NA"	"NO"
"290-augustus_masked-6668-CPA_4"	"augustus_masked-6668-CPA_4"	NA	"Variable"	"NA"	"NO"
"291-augustus_masked-6738-ATQ_7"	"augustus_masked-6738-ATQ_7"	NA	"Variable"	"NA"	"NO"
"292-augustus_masked-6738-ATQ_7"	"augustus_masked-6738-ATQ_7"	NA	"Variable"	"NA"	"NO"
"293-augustus_masked-6738-ATQ_7"	"augustus_masked-6738-ATQ_7"	NA	"Variable"	"NA"	"NO"
"294-augustus_masked-6739-ATQ_7"	"augustus_masked-6739-ATQ_7"	NA	"Variable"	"NA"	"NO"
"295-augustus_masked-68-ARV_6"	"augustus_masked-68-ARV_6"	NA	"Variable"	"NA"	"NO"
"296-augustus_masked-6810-YDO"	"augustus_masked-6810-YDO"	NA	"Variable"	"NA"	"NO"
"297-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"298-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"299-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"300-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"301-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"302-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"303-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"304-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"305-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"306-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"307-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"308-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"309-augustus_masked-7012-CFC_2"	"augustus_masked-7012-CFC_2"	NA	"Variable"	"NA"	"NO"
"310-augustus_masked-705-YCN"	"augustus_masked-705-YCN"	NA	"Variable"	"NA"	"NO"
"311-augustus_masked-712-YCN"	"augustus_masked-712-YCN"	NA	"Variable"	"NA"	"NO"
"312-augustus_masked-740-YCN"	"augustus_masked-740-YCN"	NA	"Variable"	"NA"	"NO"
"313-augustus_masked-752-BKQ_2"	"augustus_masked-752-BKQ_2"	NA	"Variable"	"NA"	"NO"
"314-augustus_masked-758-BKQ_2"	"augustus_masked-758-BKQ_2"	NA	"Variable"	"NA"	"NO"
"315-augustus_masked-7597-CPQ_4"	"augustus_masked-7597-CPQ_4"	NA	"Variable"	"NA"	"NO"
"316-augustus_masked-7604-CPQ_4"	"augustus_masked-7604-CPQ_4"	NA	"Variable"	"NA"	"NO"
"317-augustus_masked-7604-CPQ_4"	"augustus_masked-7604-CPQ_4"	NA	"Variable"	"NA"	"NO"
"318-augustus_masked-7605-CPQ_4"	"augustus_masked-7605-CPQ_4"	NA	"Variable"	"NA"	"NO"
"319-augustus_masked-7606-CPQ_4"	"augustus_masked-7606-CPQ_4"	NA	"Variable"	"NA"	"NO"
"320-augustus_masked-7607-CPQ_4"	"augustus_masked-7607-CPQ_4"	NA	"Variable"	"NA"	"NO"
"321-augustus_masked-7608-CPQ_4"	"augustus_masked-7608-CPQ_4"	NA	"Variable"	"NA"	"NO"
"322-augustus_masked-7610-CPQ_4"	"augustus_masked-7610-CPQ_4"	NA	"Variable"	"NA"	"NO"
"323-augustus_masked-7610-CPQ_4"	"augustus_masked-7610-CPQ_4"	NA	"Variable"	"NA"	"NO"
"324-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"325-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"326-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"327-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"328-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"329-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"330-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"331-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"332-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"333-augustus_masked-7614-CPQ_4"	"augustus_masked-7614-CPQ_4"	NA	"Variable"	"NA"	"NO"
"334-augustus_masked-7615-CPQ_4"	"augustus_masked-7615-CPQ_4"	NA	"Variable"	"NA"	"NO"
"335-augustus_masked-7617-CPQ_4"	"augustus_masked-7617-CPQ_4"	NA	"Variable"	"NA"	"NO"
"336-augustus_masked-7617-CPQ_4"	"augustus_masked-7617-CPQ_4"	NA	"Variable"	"NA"	"NO"
"337-augustus_masked-7617-CPQ_4"	"augustus_masked-7617-CPQ_4"	NA	"Variable"	"NA"	"NO"
"338-augustus_masked-7617-CPQ_4"	"augustus_masked-7617-CPQ_4"	NA	"Variable"	"NA"	"NO"
"339-augustus_masked-7617-CPQ_4"	"augustus_masked-7617-CPQ_4"	NA	"Variable"	"NA"	"NO"
"340-augustus_masked-7617-CPQ_4"	"augustus_masked-7617-CPQ_4"	NA	"Variable"	"NA"	"NO"
"341-augustus_masked-7617-CPQ_4"	"augustus_masked-7617-CPQ_4"	NA	"Variable"	"NA"	"NO"
"342-augustus_masked-770-BSG_4"	"augustus_masked-770-BSG_4"	NA	"Variable"	"NA"	"NO"
"343-augustus_masked-772-BSG_4"	"augustus_masked-772-BSG_4"	NA	"Variable"	"NA"	"NO"
"344-augustus_masked-774-BSG_4"	"augustus_masked-774-BSG_4"	NA	"Variable"	"NA"	"NO"
"345-augustus_masked-774-BSG_4"	"augustus_masked-774-BSG_4"	NA	"Variable"	"NA"	"NO"
"346-augustus_masked-779-BSG_4"	"augustus_masked-779-BSG_4"	NA	"Variable"	"NA"	"NO"
"347-augustus_masked-779-BSG_4"	"augustus_masked-779-BSG_4"	NA	"Variable"	"NA"	"NO"
"348-augustus_masked-779-BSG_4"	"augustus_masked-779-BSG_4"	NA	"Variable"	"NA"	"NO"
"349-augustus_masked-779-BSG_4"	"augustus_masked-779-BSG_4"	NA	"Variable"	"NA"	"NO"
"350-augustus_masked-779-BSG_4"	"augustus_masked-779-BSG_4"	NA	"Variable"	"NA"	"NO"
"351-augustus_masked-7810-APQ_4"	"augustus_masked-7810-APQ_4"	NA	"Variable"	"NA"	"NO"
"352-augustus_masked-7951-AMM_4"	"augustus_masked-7951-AMM_4"	NA	"Variable"	"NA"	"NO"
"353-augustus_masked-7951-AMM_4"	"augustus_masked-7951-AMM_4"	NA	"Variable"	"NA"	"NO"
"354-augustus_masked-7951-AMM_4"	"augustus_masked-7951-AMM_4"	NA	"Variable"	"NA"	"NO"
"355-augustus_masked-7976-AMM_4"	"augustus_masked-7976-AMM_4"	NA	"Variable"	"NA"	"NO"
"356-augustus_masked-815-CAS_1_AC1LP.IND6"	"augustus_masked-815-CAS_1_AC1LP.IND6"	NA	"Variable"	"NA"	"NO"
"357-augustus_masked-824-YDL"	"augustus_masked-824-YDL"	NA	"Variable"	"NA"	"NO"
"358-augustus_masked-8488-AQD_4"	"augustus_masked-8488-AQD_4"	NA	"Variable"	"NA"	"NO"
"359-augustus_masked-8489-AQD_4"	"augustus_masked-8489-AQD_4"	NA	"Variable"	"NA"	"NO"
"360-augustus_masked-858-BGT_2"	"augustus_masked-858-BGT_2"	NA	"Variable"	"NA"	"NO"
"361-augustus_masked-863-BGT_2"	"augustus_masked-863-BGT_2"	NA	"Variable"	"NA"	"NO"
"362-augustus_masked-868-BGT_2"	"augustus_masked-868-BGT_2"	NA	"Variable"	"NA"	"NO"
"363-augustus_masked-877-BGT_2"	"augustus_masked-877-BGT_2"	NA	"Variable"	"NA"	"NO"
"364-augustus_masked-877-BGT_2"	"augustus_masked-877-BGT_2"	NA	"Variable"	"NA"	"NO"
"365-augustus_masked-8812-CQS_4"	"augustus_masked-8812-CQS_4"	NA	"Variable"	"NA"	"NO"
"366-augustus_masked-8812-CQS_4"	"augustus_masked-8812-CQS_4"	NA	"Variable"	"NA"	"NO"
"367-augustus_masked-8846-CQS_4"	"augustus_masked-8846-CQS_4"	NA	"Variable"	"NA"	"NO"
"368-augustus_masked-8846-CQS_4"	"augustus_masked-8846-CQS_4"	NA	"Variable"	"NA"	"NO"
"369-augustus_masked-8850-CQS_4"	"augustus_masked-8850-CQS_4"	NA	"Variable"	"NA"	"NO"
"370-augustus_masked-8850-CQS_4"	"augustus_masked-8850-CQS_4"	NA	"Variable"	"NA"	"NO"
"371-augustus_masked-8850-CQS_4"	"augustus_masked-8850-CQS_4"	NA	"Variable"	"NA"	"NO"
"372-augustus_masked-8851-CQS_4"	"augustus_masked-8851-CQS_4"	NA	"Variable"	"NA"	"NO"
"373-augustus_masked-893-BGT_2"	"augustus_masked-893-BGT_2"	NA	"Variable"	"NA"	"NO"
"374-augustus_masked-9019-CEI_2"	"augustus_masked-9019-CEI_2"	NA	"Variable"	"NA"	"NO"
"375-augustus_masked-9019-CEI_2"	"augustus_masked-9019-CEI_2"	NA	"Variable"	"NA"	"NO"
"376-augustus_masked-9019-CEI_2"	"augustus_masked-9019-CEI_2"	NA	"Variable"	"NA"	"NO"
"377-augustus_masked-9019-CEI_2"	"augustus_masked-9019-CEI_2"	NA	"Variable"	"NA"	"NO"
"378-augustus_masked-9019-CEI_2"	"augustus_masked-9019-CEI_2"	NA	"Variable"	"NA"	"NO"
"379-augustus_masked-905-BDN_5"	"augustus_masked-905-BDN_5"	NA	"Variable"	"NA"	"NO"
"380-augustus_masked-932-BDN_5"	"augustus_masked-932-BDN_5"	NA	"Variable"	"NA"	"NO"
"381-augustus_masked-9671-CGD_5"	"augustus_masked-9671-CGD_5"	NA	"Variable"	"NA"	"NO"
"382-augustus_masked-969-AFD_4"	"augustus_masked-969-AFD_4"	NA	"Variable"	"NA"	"NO"
"383-augustus_masked-969-AFD_4"	"augustus_masked-969-AFD_4"	NA	"Variable"	"NA"	"NO"
"384-augustus_masked-986-AFD_4"	"augustus_masked-986-AFD_4"	NA	"Variable"	"NA"	"NO"
"385-augustus_masked-9880-CPR_4"	"augustus_masked-9880-CPR_4"	NA	"Variable"	"NA"	"NO"
"386-augustus_masked-9884-CPR_4"	"augustus_masked-9884-CPR_4"	NA	"Variable"	"NA"	"NO"
"387-augustus_masked-9885-CPR_4"	"augustus_masked-9885-CPR_4"	NA	"Variable"	"NA"	"NO"
"388-augustus_masked-9889-CPR_4"	"augustus_masked-9889-CPR_4"	NA	"Variable"	"NA"	"NO"
"389-augustus_masked-9889-CPR_4"	"augustus_masked-9889-CPR_4"	NA	"Variable"	"NA"	"NO"
"390-augustus_masked-9892-CPR_4"	"augustus_masked-9892-CPR_4"	NA	"Variable"	"NA"	"NO"
"391-augustus_masked-9892-CPR_4"	"augustus_masked-9892-CPR_4"	NA	"Variable"	"NA"	"NO"
"392-augustus_masked-9892-CPR_4"	"augustus_masked-9892-CPR_4"	NA	"Variable"	"NA"	"NO"
"393-augustus_masked-9892-CPR_4"	"augustus_masked-9892-CPR_4"	NA	"Variable"	"NA"	"NO"
"394-augustus_masked-9892-CPR_4"	"augustus_masked-9892-CPR_4"	NA	"Variable"	"NA"	"NO"
"395-augustus_masked-9892-CPR_4"	"augustus_masked-9892-CPR_4"	NA	"Variable"	"NA"	"NO"
"396-augustus_masked-9894-CPR_4"	"augustus_masked-9894-CPR_4"	NA	"Variable"	"NA"	"NO"
"397-augustus_masked-9894-CPR_4"	"augustus_masked-9894-CPR_4"	NA	"Variable"	"NA"	"NO"
"398-augustus_masked-990-AFD_4"	"augustus_masked-990-AFD_4"	NA	"Variable"	"NA"	"NO"
"399-augustus_masked-990-AFD_4"	"augustus_masked-990-AFD_4"	NA	"Variable"	"NA"	"NO"
"400-augustus_masked-990-AFD_4"	"augustus_masked-990-AFD_4"	NA	"Variable"	"NA"	"NO"
"401-augustus_masked-9901-CPR_4"	"augustus_masked-9901-CPR_4"	NA	"Variable"	"NA"	"NO"
"402-augustus_masked-9901-CPR_4"	"augustus_masked-9901-CPR_4"	NA	"Variable"	"NA"	"NO"
"403-augustus_masked-9901-CPR_4"	"augustus_masked-9901-CPR_4"	NA	"Variable"	"NA"	"NO"
"404-augustus_masked-9902-CPR_4"	"augustus_masked-9902-CPR_4"	NA	"Variable"	"NA"	"NO"
"405-augustus_masked-9902-CPR_4"	"augustus_masked-9902-CPR_4"	NA	"Variable"	"NA"	"NO"
"406-augustus_masked-9902-CPR_4"	"augustus_masked-9902-CPR_4"	NA	"Variable"	"NA"	"NO"
"407-augustus_masked-9902-CPR_4"	"augustus_masked-9902-CPR_4"	NA	"Variable"	"NA"	"NO"
"408-augustus_masked-9905-CPR_4"	"augustus_masked-9905-CPR_4"	NA	"Variable"	"NA"	"NO"
"409-augustus_masked-9905-CPR_4"	"augustus_masked-9905-CPR_4"	NA	"Variable"	"NA"	"NO"
"410-augustus_masked-9906-CPR_4"	"augustus_masked-9906-CPR_4"	NA	"Variable"	"NA"	"NO"
"411-augustus_masked-9907-CPR_4"	"augustus_masked-9907-CPR_4"	NA	"Variable"	"NA"	"NO"
"412-augustus_masked-9907-CPR_4"	"augustus_masked-9907-CPR_4"	NA	"Variable"	"NA"	"NO"
"413-augustus_masked-9908-CPR_4"	"augustus_masked-9908-CPR_4"	NA	"Variable"	"NA"	"NO"
"414-augustus_masked-9908-CPR_4"	"augustus_masked-9908-CPR_4"	NA	"Variable"	"NA"	"NO"
"415-augustus_masked-9908-CPR_4"	"augustus_masked-9908-CPR_4"	NA	"Variable"	"NA"	"NO"
"416-augustus_masked-9908-CPR_4"	"augustus_masked-9908-CPR_4"	NA	"Variable"	"NA"	"NO"
"417-augustus_masked-9909-CPR_4"	"augustus_masked-9909-CPR_4"	NA	"Variable"	"NA"	"NO"
"418-augustus_masked-9909-CPR_4"	"augustus_masked-9909-CPR_4"	NA	"Variable"	"NA"	"NO"
"419-augustus_masked-9909-CPR_4"	"augustus_masked-9909-CPR_4"	NA	"Variable"	"NA"	"NO"
"420-augustus_masked-9909-CPR_4"	"augustus_masked-9909-CPR_4"	NA	"Variable"	"NA"	"NO"
"421-augustus_masked-9909-CPR_4"	"augustus_masked-9909-CPR_4"	NA	"Variable"	"NA"	"NO"
"426-maker-115-YCE"	"maker-115-YCE"	NA	"Variable"	"NA"	"NO"
"431-maker-11536-CPG_1"	"maker-11536-CPG_1"	NA	"Variable"	"NA"	"NO"
"432-maker-11651-CDK_4"	"maker-11651-CDK_4"	NA	"Variable"	"NA"	"NO"
"433-maker-1190-YCM"	"maker-1190-YCM"	NA	"Variable"	"NA"	"NO"
"434-maker-11951-BDM_5"	"maker-11951-BDM_5"	NA	"Variable"	"NA"	"NO"
"435-maker-11951-BDM_5"	"maker-11951-BDM_5"	NA	"Variable"	"NA"	"NO"
"436-maker-11951-BDM_5"	"maker-11951-BDM_5"	NA	"Variable"	"NA"	"NO"
"437-maker-11975-ANL_2"	"maker-11975-ANL_2"	NA	"Variable"	"NA"	"NO"
"439-maker-12183-BTG_3"	"maker-12183-BTG_3"	NA	"Variable"	"NA"	"NO"
"440-maker-12217-ALI_5"	"maker-12217-ALI_5"	NA	"Variable"	"NA"	"NO"
"441-maker-12217-ALI_5"	"maker-12217-ALI_5"	NA	"Variable"	"NA"	"NO"
"442-maker-12305-CGP_5"	"maker-12305-CGP_5"	NA	"Variable"	"NA"	"NO"
"443-maker-1251-ANM_2"	"maker-1251-ANM_2"	NA	"Variable"	"NA"	"NO"
"444-maker-1328-AER_4"	"maker-1328-AER_4"	NA	"Variable"	"NA"	"NO"
"445-maker-1361-CFF_4"	"maker-1361-CFF_4"	NA	"Variable"	"NA"	"NO"
"446-maker-1364-CFF_4"	"maker-1364-CFF_4"	NA	"Variable"	"NA"	"NO"
"447-maker-137-YCE"	"maker-137-YCE"	NA	"Variable"	"NA"	"NO"
"448-maker-1388-APK_4"	"maker-1388-APK_4"	NA	"Variable"	"NA"	"NO"
"449-maker-1538-CHI_4"	"maker-1538-CHI_4"	NA	"Variable"	"NA"	"NO"
"450-maker-1646-AQT_4"	"maker-1646-AQT_4"	NA	"Variable"	"NA"	"NO"
"451-maker-1652-AIE_1"	"maker-1652-AIE_1"	NA	"Variable"	"NA"	"NO"
"452-maker-1692-AIE_1"	"maker-1692-AIE_1"	NA	"Variable"	"NA"	"NO"
"453-maker-1698-AIE_1"	"maker-1698-AIE_1"	NA	"Variable"	"NA"	"NO"
"454-maker-1706-AIE_1"	"maker-1706-AIE_1"	NA	"Variable"	"NA"	"NO"
"455-maker-1744-ATP_4"	"maker-1744-ATP_4"	NA	"Variable"	"NA"	"NO"
"456-maker-1897-CLC_4"	"maker-1897-CLC_4"	NA	"Variable"	"NA"	"NO"
"457-maker-208-BFM_3"	"maker-208-BFM_3"	NA	"Variable"	"NA"	"NO"
"458-maker-2144-BRV_4"	"maker-2144-BRV_4"	NA	"Variable"	"NA"	"NO"
"459-maker-2148-BRV_4"	"maker-2148-BRV_4"	NA	"Variable"	"NA"	"NO"
"460-maker-2154-BRV_4"	"maker-2154-BRV_4"	NA	"Variable"	"NA"	"NO"
"461-maker-2154-BRV_4"	"maker-2154-BRV_4"	NA	"Variable"	"NA"	"NO"
"462-maker-2208-ABD_5"	"maker-2208-ABD_5"	NA	"Variable"	"NA"	"NO"
"463-maker-2208-ABD_5"	"maker-2208-ABD_5"	NA	"Variable"	"NA"	"NO"
"464-maker-2210-ABD_5"	"maker-2210-ABD_5"	NA	"Variable"	"NA"	"NO"
"465-maker-2357-ARB_2"	"maker-2357-ARB_2"	NA	"Variable"	"NA"	"NO"
"466-maker-2357-ARB_2"	"maker-2357-ARB_2"	NA	"Variable"	"NA"	"NO"
"467-maker-2381-BTV_5"	"maker-2381-BTV_5"	NA	"Variable"	"NA"	"NO"
"468-maker-2392-BTV_5"	"maker-2392-BTV_5"	NA	"Variable"	"NA"	"NO"
"469-maker-2392-BTV_5"	"maker-2392-BTV_5"	NA	"Variable"	"NA"	"NO"
"470-maker-253-BFM_3"	"maker-253-BFM_3"	NA	"Variable"	"NA"	"NO"
"471-maker-266-BFM_3"	"maker-266-BFM_3"	NA	"Variable"	"NA"	"NO"
"472-maker-2796-CPI_4"	"maker-2796-CPI_4"	NA	"Variable"	"NA"	"NO"
"473-maker-2803-CPI_4"	"maker-2803-CPI_4"	NA	"Variable"	"NA"	"NO"
"474-maker-2815-CPI_4"	"maker-2815-CPI_4"	NA	"Variable"	"NA"	"NO"
"475-maker-2817-CPI_4"	"maker-2817-CPI_4"	NA	"Variable"	"NA"	"NO"
"476-maker-2831-CPI_4"	"maker-2831-CPI_4"	NA	"Variable"	"NA"	"NO"
"477-maker-2859-CPI_4"	"maker-2859-CPI_4"	NA	"Variable"	"NA"	"NO"
"478-maker-2861-CPI_4"	"maker-2861-CPI_4"	NA	"Variable"	"NA"	"NO"
"479-maker-2861-CPI_4"	"maker-2861-CPI_4"	NA	"Variable"	"NA"	"NO"
"480-maker-2872-CLM_4"	"maker-2872-CLM_4"	NA	"Variable"	"NA"	"NO"
"481-maker-2926-CDB_2"	"maker-2926-CDB_2"	NA	"Variable"	"NA"	"NO"
"482-maker-2990-BGP_1"	"maker-2990-BGP_1"	NA	"Variable"	"NA"	"NO"
"483-maker-2999-BGP_1"	"maker-2999-BGP_1"	NA	"Variable"	"NA"	"NO"
"484-maker-3105-AHL_3"	"maker-3105-AHL_3"	NA	"Variable"	"NA"	"NO"
"485-maker-3212-CEH_4"	"maker-3212-CEH_4"	NA	"Variable"	"NA"	"NO"
"486-maker-3217-CEH_4"	"maker-3217-CEH_4"	NA	"Variable"	"NA"	"NO"
"487-maker-3418-ADG_4"	"maker-3418-ADG_4"	NA	"Variable"	"NA"	"NO"
"488-maker-3439-YAX"	"maker-3439-YAX"	NA	"Variable"	"NA"	"NO"
"489-maker-348-ALB_3"	"maker-348-ALB_3"	NA	"Variable"	"NA"	"NO"
"490-maker-348-ALB_3"	"maker-348-ALB_3"	NA	"Variable"	"NA"	"NO"
"491-maker-348-ALB_3"	"maker-348-ALB_3"	NA	"Variable"	"NA"	"NO"
"492-maker-348-ALB_3"	"maker-348-ALB_3"	NA	"Variable"	"NA"	"NO"
"493-maker-368-YDJ"	"maker-368-YDJ"	NA	"Variable"	"NA"	"NO"
"494-maker-370-YDJ"	"maker-370-YDJ"	NA	"Variable"	"NA"	"NO"
"495-maker-3715-BPA_4"	"maker-3715-BPA_4"	NA	"Variable"	"NA"	"NO"
"496-maker-378-YDJ"	"maker-378-YDJ"	NA	"Variable"	"NA"	"NO"
"497-maker-3860-CMG_6"	"maker-3860-CMG_6"	NA	"Variable"	"NA"	"NO"
"498-maker-3872-BTB_3"	"maker-3872-BTB_3"	NA	"Variable"	"NA"	"NO"
"499-maker-3927-CCQ_1"	"maker-3927-CCQ_1"	NA	"Variable"	"NA"	"NO"
"500-maker-4265-BCN_8"	"maker-4265-BCN_8"	NA	"Variable"	"NA"	"NO"
"501-maker-4362-AMP_5"	"maker-4362-AMP_5"	NA	"Variable"	"NA"	"NO"
"502-maker-44-ARV_6"	"maker-44-ARV_6"	NA	"Variable"	"NA"	"NO"
"503-maker-4866-BCP_8"	"maker-4866-BCP_8"	NA	"Variable"	"NA"	"NO"
"504-maker-4896-BLT_2"	"maker-4896-BLT_2"	NA	"Variable"	"NA"	"NO"
"505-maker-5061-CCS_1"	"maker-5061-CCS_1"	NA	"Variable"	"NA"	"NO"
"506-maker-5092-CGI_4"	"maker-5092-CGI_4"	NA	"Variable"	"NA"	"NO"
"507-maker-520-ADN_4"	"maker-520-ADN_4"	NA	"Variable"	"NA"	"NO"
"508-maker-5276-BPV_4"	"maker-5276-BPV_4"	NA	"Variable"	"NA"	"NO"
"509-maker-5314-AAQ_3"	"maker-5314-AAQ_3"	NA	"Variable"	"NA"	"NO"
"510-maker-5430-CDT_2"	"maker-5430-CDT_2"	NA	"Variable"	"NA"	"NO"
"511-maker-5486-AQA_4"	"maker-5486-AQA_4"	NA	"Variable"	"NA"	"NO"
"512-maker-5547-BBE_6"	"maker-5547-BBE_6"	NA	"Variable"	"NA"	"NO"
"513-maker-5943-ACI_7"	"maker-5943-ACI_7"	NA	"Variable"	"NA"	"NO"
"514-maker-5995-BBR_3"	"maker-5995-BBR_3"	NA	"Variable"	"NA"	"NO"
"515-maker-6239-GAT"	"maker-6239-GAT"	NA	"Variable"	"NA"	"NO"
"516-maker-6413-CDN_4"	"maker-6413-CDN_4"	NA	"Variable"	"NA"	"NO"
"517-maker-6533-ADE_2"	"maker-6533-ADE_2"	NA	"Variable"	"NA"	"NO"
"518-maker-6650-CPA_4"	"maker-6650-CPA_4"	NA	"Variable"	"NA"	"NO"
"519-maker-6662-CPA_4"	"maker-6662-CPA_4"	NA	"Variable"	"NA"	"NO"
"520-maker-6686-CAD_4"	"maker-6686-CAD_4"	NA	"Variable"	"NA"	"NO"
